"","landscape","site","year","uniqueID","spring.start","spring.end","spring.gap.start","spring.gap.end","spring.exposure","summer.start","summer.end","summer.gap.start","summer.gap.end","summer.exposure","total.exposure","honey.bee.abund"
"979","GFH","GFH14",2020,"GFH142020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,27
"980","GFH","GFH15",2020,"GFH152020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,8
"981","GFH","GFH16",2020,"GFH162020",2020-04-16,2020-05-29,NA,NA,43,2020-07-23,2020-09-03,NA,NA,42,85,103
"982","HAR","HAR01",2020,"HAR012020",2020-04-14,2020-05-26,NA,NA,42,2020-08-04,2020-09-01,NA,NA,28,70,3
"983","HAR","HAR02",2020,"HAR022020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,2020-08-04,2020-08-18,28,70,14
"984","HAR","HAR03",2020,"HAR032020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,4
"985","HAR","HAR04",2020,"HAR042020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,2
"986","HAR","HAR05",2020,"HAR052020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,36
"987","HAR","HAR06",2020,"HAR062020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,3
"988","HAR","HAR07",2020,"HAR072020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,8
"989","HAR","HAR08",2020,"HAR082020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,3
"990","HAR","HAR09",2020,"HAR092020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,27
"991","HAR","HAR10",2020,"HAR102020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,7
"992","HAR","HAR11",2020,"HAR112020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-09-01,NA,NA,42,70,12
"993","HAR","HAR12",2020,"HAR122020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,2
"994","HAR","HAR13",2020,"HAR132020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,41
"995","HAR","HAR14",2020,"HAR142020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,42
"996","HAR","HAR15",2020,"HAR152020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,20
"997","HAR","HAR16",2020,"HAR162020",2020-04-14,2020-05-26,NA,NA,42,2020-07-21,2020-09-01,NA,NA,42,84,27
"998","SIP","SIP01",2020,"SIP012020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,5
"999","SIP","SIP02",2020,"SIP022020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,23
"1000","SIP","SIP03",2020,"SIP032020",2020-05-14,2020-05-29,NA,NA,15,2020-07-23,2020-09-03,NA,NA,42,57,6
"1001","SIP","SIP05",2020,"SIP052020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,6
"1002","SIP","SIP06",2020,"SIP062020",2020-05-14,2020-05-29,NA,NA,15,2020-07-23,2020-09-03,NA,NA,42,57,7
"1003","SIP","SIP07",2020,"SIP072020",2020-05-14,2020-05-29,NA,NA,15,2020-07-23,2020-09-03,NA,NA,42,57,6
"1004","SIP","SIP08",2020,"SIP082020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,0
"1005","SIP","SIP09",2020,"SIP092020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,1
"1006","SIP","SIP10",2020,"SIP102020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,5
"1007","SIP","SIP11",2020,"SIP112020",NA,NA,NA,NA,NA,2020-07-23,2020-09-03,NA,NA,42,NA,2
"1008","SIP","SIP12",2020,"SIP122020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,8
"1009","SIP","SIP13",2020,"SIP132020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-08-06,2020-09-03,NA,NA,28,57,3
"1010","SIP","SIP14",2020,"SIP142020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,5
"1011","SIP","SIP15",2020,"SIP152020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,6
"1012","SIP","SIP16",2020,"SIP162020",2020-04-16,2020-05-29,2020-04-30,2020-05-14,29,2020-07-23,2020-09-03,NA,NA,42,71,3
"1013","SST","SST01",2020,"SST012020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,2020-08-05,2020-08-19,28,70,8
"1014","SST","SST02",2020,"SST022020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,18
"1015","SST","SST03",2020,"SST032020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,14
"1016","SST","SST04",2020,"SST042020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,12
"1017","SST","SST05",2020,"SST052020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,6
"1018","SST","SST06",2020,"SST062020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,3
"1019","SST","SST07",2020,"SST072020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,2
"1020","SST","SST08",2020,"SST082020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,60
"1021","SST","SST09",2020,"SST092020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,6
"1022","SST","SST10",2020,"SST102020",2020-04-29,2020-05-27,NA,NA,28,2020-07-22,2020-09-02,NA,NA,42,70,14
"1023","SST","SST11",2020,"SST112020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,7
"1024","SST","SST12",2020,"SST122020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,11
"1025","SST","SST13",2020,"SST132020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,14
"1026","SST","SST14",2020,"SST142020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,3
"1027","SST","SST15",2020,"SST152020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,1
"1028","SST","SST16",2020,"SST162020",2020-04-15,2020-05-27,NA,NA,42,2020-07-22,2020-09-02,NA,NA,42,84,9
"1029","WAN","WAN01",2020,"WAN012020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-09-01,NA,NA,42,70,12
"1030","WAN","WAN02",2020,"WAN022020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-09-01,NA,NA,42,70,8
"1031","WAN","WAN03",2020,"WAN032020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-09-01,NA,NA,42,70,6
"1032","WAN","WAN04",2020,"WAN042020",2020-04-28,2020-05-12,NA,NA,14,2020-07-21,2020-09-01,NA,NA,42,56,4
"1033","WAN","WAN05",2020,"WAN052020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-09-01,2020-08-04,2020-08-18,28,56,11
"1034","WAN","WAN06",2020,"WAN062020",2020-04-28,2020-05-12,NA,NA,14,2020-07-21,2020-09-01,2020-08-04,2020-08-18,28,42,5
"1035","WAN","WAN07",2020,"WAN072020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-09-01,NA,NA,42,70,3
"1036","WAN","WAN08",2020,"WAN082020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-08-18,NA,NA,28,56,8
"1037","WAN","WAN09",2020,"WAN092020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-09-01,NA,NA,42,70,18
"1038","WAN","WAN10",2020,"WAN102020",2020-04-28,2020-05-12,NA,NA,14,2020-07-21,2020-09-01,NA,NA,42,56,3
"1039","WAN","WAN11",2020,"WAN112020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-08-18,NA,NA,28,56,1
"1040","WAN","WAN12",2020,"WAN122020",2020-04-28,2020-05-12,NA,NA,14,2020-07-21,2020-09-01,NA,NA,42,56,0
"1041","WAN","WAN13",2020,"WAN132020",2020-04-28,2020-05-12,NA,NA,14,2020-07-21,2020-09-01,NA,NA,42,56,0
"1042","WAN","WAN14",2020,"WAN142020",2020-04-28,2020-05-26,NA,NA,28,2020-07-21,2020-08-18,NA,NA,28,56,11
"1043","WAN","WAN15",2020,"WAN152020",2020-04-28,2020-05-12,NA,NA,14,2020-07-21,2020-09-01,NA,NA,42,56,1
"1044","WAN","WAN16",2020,"WAN162020",2020-04-28,2020-05-12,NA,NA,14,2020-07-21,2020-08-18,NA,NA,28,42,1
"1045","FBG","FBG01",2021,"FBG012021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,33
"1046","FBG","FBG02",2021,"FBG022021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,60
"1047","FBG","FBG03",2021,"FBG032021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,2021-08-05,2021-08-19,28,84,3
"1048","FBG","FBG04",2021,"FBG042021",2021-04-15,2021-05-27,NA,NA,42,2021-07-22,2021-09-02,NA,NA,42,84,3
"1049","FBG","FBG05",2021,"FBG052021",2021-04-29,2021-06-10,NA,NA,42,2021-08-05,2021-09-02,NA,NA,28,70,5
"1050","FBG","FBG06",2021,"FBG062021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,15
"1051","FBG","FBG07",2021,"FBG072021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,11
"1052","FBG","FBG08",2021,"FBG082021",2021-04-29,2021-06-10,NA,NA,42,2021-07-22,2021-09-02,NA,NA,42,84,2
"1053","FBG","FBG09",2021,"FBG092021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,2
"1054","FBG","FBG10",2021,"FBG102021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,14
"1055","FBG","FBG11",2021,"FBG112021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,2
"1056","FBG","FBG12",2021,"FBG122021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,10
"1057","FBG","FBG13",2021,"FBG132021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,7
"1058","FBG","FBG14",2021,"FBG142021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,2
"1059","FBG","FBG15",2021,"FBG152021",2021-04-15,2021-05-27,NA,NA,42,2021-07-22,2021-09-02,NA,NA,42,84,3
"1060","FBG","FBG16",2021,"FBG162021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-09-02,NA,NA,42,98,72
"1061","GFH","GFH01",2021,"GFH012021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,1
"1062","GFH","GFH02",2021,"GFH022021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,4
"1063","GFH","GFH03",2021,"GFH032021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,12
"1064","GFH","GFH04",2021,"GFH042021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,13
"1065","GFH","GFH05",2021,"GFH052021",2021-04-14,2021-06-09,2021-05-12,2021-05-26,42,2021-07-21,2021-09-01,NA,NA,42,84,86
"1066","GFH","GFH06",2021,"GFH062021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,4
"1067","GFH","GFH07",2021,"GFH072021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,16
"1068","GFH","GFH08",2021,"GFH082021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,8
"1069","GFH","GFH09",2021,"GFH092021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,5
"1070","GFH","GFH10",2021,"GFH102021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,13
"1071","GFH","GFH11",2021,"GFH112021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,10
"1072","GFH","GFH12",2021,"GFH122021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,2
"1073","GFH","GFH13",2021,"GFH132021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,13
"1074","GFH","GFH14",2021,"GFH142021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,30
"1075","GFH","GFH15",2021,"GFH152021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-09-01,NA,NA,42,98,102
"1076","GFH","GFH16",2021,"GFH162021",2021-04-14,2021-06-09,NA,NA,56,2021-08-04,2021-09-01,NA,NA,28,84,31
"1077","HAR","HAR01",2021,"HAR012021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,4
"1078","HAR","HAR02",2021,"HAR022021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,11
"1079","HAR","HAR03",2021,"HAR032021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,10
"1080","HAR","HAR04",2021,"HAR042021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,3
"1081","HAR","HAR05",2021,"HAR052021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,21
"1082","HAR","HAR06",2021,"HAR062021",2021-04-13,2021-06-08,NA,NA,56,2021-08-03,2021-08-31,NA,NA,28,84,44
"1083","HAR","HAR07",2021,"HAR072021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,20
"1084","HAR","HAR08",2021,"HAR082021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,10
"1085","HAR","HAR09",2021,"HAR092021",2021-04-13,2021-06-08,2021-05-11,2021-05-25,42,2021-07-20,2021-08-31,NA,NA,42,84,21
"1086","HAR","HAR10",2021,"HAR102021",2021-04-13,2021-06-08,NA,NA,56,2021-08-03,2021-08-31,NA,NA,28,84,17
"1087","HAR","HAR11",2021,"HAR112021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,32
"1088","HAR","HAR12",2021,"HAR122021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,3
"1089","HAR","HAR13",2021,"HAR132021",2021-04-27,2021-06-08,NA,NA,42,2021-07-20,2021-08-31,NA,NA,42,84,41
"1090","HAR","HAR14",2021,"HAR142021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,51
"1091","HAR","HAR15",2021,"HAR152021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-17,NA,NA,28,84,25
"1092","HAR","HAR16",2021,"HAR162021",2021-04-13,2021-06-08,NA,NA,56,2021-08-03,2021-08-31,NA,NA,28,84,17
"1093","SIP","SIP01",2021,"SIP012021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,5
"1094","SIP","SIP02",2021,"SIP022021",2021-04-14,2021-05-26,NA,NA,42,2021-07-21,2021-08-18,NA,NA,28,70,111
"1095","SIP","SIP03",2021,"SIP032021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,11
"1096","SIP","SIP05",2021,"SIP052021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,6
"1097","SIP","SIP06",2021,"SIP062021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,14
"1098","SIP","SIP07",2021,"SIP072021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,5
"1099","SIP","SIP08",2021,"SIP082021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,1
"1100","SIP","SIP09",2021,"SIP092021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,2
"1101","SIP","SIP10",2021,"SIP102021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,2
"1102","SIP","SIP11",2021,"SIP112021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,9
"1103","SIP","SIP12",2021,"SIP122021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,4
"1104","SIP","SIP13",2021,"SIP132021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,1
"1105","SIP","SIP14",2021,"SIP142021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,5
"1106","SIP","SIP15",2021,"SIP152021",2021-04-14,2021-06-09,2021-04-28,2021-05-12,42,2021-07-21,2021-08-18,NA,NA,28,70,6
"1107","SIP","SIP16",2021,"SIP162021",2021-04-14,2021-06-09,NA,NA,56,2021-07-21,2021-08-18,NA,NA,28,84,9
"1108","SST","SST01",2021,"SST012021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,44
"1109","SST","SST02",2021,"SST022021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,64
"1110","SST","SST03",2021,"SST032021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,52
"1111","SST","SST04",2021,"SST042021",2021-04-15,2021-05-27,NA,NA,42,2021-07-22,2021-08-19,NA,NA,28,70,405
"1112","SST","SST05",2021,"SST052021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,137
"1113","SST","SST06",2021,"SST062021",2021-04-15,2021-06-10,2021-04-29,2021-05-13,42,2021-07-22,2021-08-19,NA,NA,28,70,33
"1114","SST","SST07",2021,"SST072021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,31
"1115","SST","SST08",2021,"SST082021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,64
"1116","SST","SST09",2021,"SST092021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,8
"1117","SST","SST10",2021,"SST102021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,36
"1118","SST","SST11",2021,"SST112021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,363
"1119","SST","SST12",2021,"SST122021",2021-04-15,2021-06-10,2021-04-29,2021-05-13,42,2021-07-22,2021-08-19,NA,NA,28,70,33
"1120","SST","SST13",2021,"SST132021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,32
"1121","SST","SST14",2021,"SST142021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,10
"1122","SST","SST15",2021,"SST152021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,14
"1123","SST","SST16",2021,"SST162021",2021-04-15,2021-06-10,NA,NA,56,2021-07-22,2021-08-19,NA,NA,28,84,27
"1124","WAN","WAN01",2021,"WAN012021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,43
"1125","WAN","WAN02",2021,"WAN022021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,34
"1126","WAN","WAN03",2021,"WAN032021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,3
"1127","WAN","WAN04",2021,"WAN042021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,8
"1128","WAN","WAN05",2021,"WAN052021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,18
"1129","WAN","WAN06",2021,"WAN062021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,14
"1130","WAN","WAN07",2021,"WAN072021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-17,NA,NA,28,84,2
"1131","WAN","WAN08",2021,"WAN082021",2021-04-13,2021-05-25,NA,NA,42,2021-07-20,2021-08-31,NA,NA,42,84,0
"1132","WAN","WAN09",2021,"WAN092021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,28
"1133","WAN","WAN10",2021,"WAN102021",2021-04-13,2021-05-25,NA,NA,42,2021-07-20,2021-08-31,NA,NA,42,84,7
"1134","WAN","WAN11",2021,"WAN112021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,6
"1135","WAN","WAN12",2021,"WAN122021",2021-05-11,2021-06-08,NA,NA,28,2021-07-20,2021-08-31,NA,NA,42,70,12
"1136","WAN","WAN13",2021,"WAN132021",2021-04-13,2021-06-08,2021-04-27,2021-05-11,42,2021-07-20,2021-08-31,2021-08-03,2021-08-17,28,70,19
"1137","WAN","WAN14",2021,"WAN142021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,24
"1138","WAN","WAN15",2021,"WAN152021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,7
"1139","WAN","WAN16",2021,"WAN162021",2021-04-13,2021-06-08,NA,NA,56,2021-07-20,2021-08-31,NA,NA,42,98,4
